time,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,compassAngle,gpsX,gpsY,truePosX,truePosY
248.05000,-0.00740,1.77041,9.78352,0.00161,0.00076,0.20667,-1.05941,25.17926,38.55850,25.87197,38.15844,0.01
248.10000,0.17332,0.22374,9.85985,-0.01479,-0.00119,0.13101,-1.06830,24.81085,38.75107,25.50716,38.35793,0.01
248.15000,0.22630,-0.62797,9.80196,-0.03957,-0.00192,0.06470,-1.07248,24.44103,38.94121,25.14031,38.55488,0.00
248.20000,0.09914,-0.57467,9.79176,-0.03259,-0.00049,0.03615,-1.07479,24.07157,39.13314,24.77297,38.75130,-0.01
248.25000,0.07096,-0.38005,9.80848,-0.01057,0.00084,0.02856,-1.07627,23.70259,39.32641,24.40558,38.94772,-0.01
248.30000,0.05356,-0.09302,9.75716,0.00841,0.00148,0.02709,-1.07764,23.33411,39.52082,24.03811,39.14404,-0.01
248.35000,0.04304,0.12212,9.80252,0.01372,0.00139,0.02609,-1.07897,22.96582,39.71563,23.67044,39.33999,-0.02
248.40000,0.03376,0.39249,9.80170,0.01103,0.00091,0.03270,-1.08042,22.59747,39.91035,23.30256,39.53552,-0.03
248.45000,0.02309,0.73422,9.80830,0.00929,0.00040,0.04940,-1.08250,22.22882,40.10449,22.93440,39.73046,-0.03
248.50000,0.01521,0.91230,9.74907,0.00870,0.00004,0.06488,-1.08544,21.85953,40.29733,22.56575,39.92437,-0.04
248.55000,0.01280,1.02465,9.87289,0.00667,-0.00013,0.07961,-1.08912,21.48929,40.48823,22.19647,40.11696,-0.03
248.60000,0.02353,0.85976,9.83860,0.00237,-0.00027,0.07941,-1.09317,21.11799,40.67697,21.82632,40.30778,-0.04
248.65000,0.02890,0.89872,9.82620,-0.00157,-0.00022,0.08868,-1.09734,20.74565,40.86354,21.45544,40.49716,-0.04
248.70000,0.01959,0.94521,9.86410,0.00095,0.00001,0.09454,-1.10199,20.37243,41.04835,21.08373,40.68482,-0.05
248.75000,0.01618,1.06982,9.81128,0.00327,0.00027,0.10679,-1.10703,19.99818,41.23099,20.71121,40.87078,-0.04
248.80000,0.01212,1.09267,9.85530,0.00524,0.00041,0.11136,-1.11255,19.62291,41.41146,20.33771,41.05464,-0.04
248.85000,0.02084,1.08112,9.85238,0.00284,0.00036,0.11501,-1.11822,19.24647,41.58940,19.96317,41.23635,-0.05
248.90000,0.01696,1.11893,9.79606,0.00152,0.00033,0.11902,-1.12409,18.86894,41.76497,19.58761,41.41586,-0.05
248.95000,0.01510,1.13942,9.78193,0.00127,0.00032,0.12328,-1.13016,18.49030,41.93807,19.21099,41.59309,-0.05
249.00000,0.00949,1.22617,9.75734,0.00224,0.00036,0.13016,-1.13652,18.11053,42.10865,18.83333,41.76801,-0.06
249.05000,0.00134,1.31699,9.85398,0.00399,0.00045,0.13840,-1.14326,17.72961,42.27657,18.45459,41.94045,-0.06
249.10000,0.00223,1.35157,9.79460,0.00422,0.00045,0.14306,-1.15034,17.34747,42.44160,18.07469,42.11019,-0.06
249.15000,0.00439,1.38764,9.76805,0.00292,0.00041,0.14833,-1.15764,16.96407,42.60356,17.69360,42.27716,-0.06
249.20000,-0.00657,1.49009,9.81831,0.00327,0.00051,0.15735,-1.16530,16.57942,42.76246,17.31133,42.44129,-0.07
249.25000,-0.02124,1.64418,9.78877,0.00513,0.00069,0.16898,-1.17349,16.19347,42.91806,16.92787,42.60239,-0.07
249.30000,-0.02741,1.73916,9.80967,0.00611,0.00079,0.17862,-1.18224,15.80614,43.07003,16.54314,42.76016,-0.07
249.35000,-0.02420,1.76251,9.79577,0.00489,0.00075,0.18562,-1.19139,15.41737,43.21807,16.15705,42.91437,-0.07
249.40000,-0.01338,1.71072,9.80816,0.00225,0.00058,0.18765,-1.20075,15.02715,43.36205,15.76954,43.06485,-0.07
249.45000,-0.01333,1.76291,9.80953,0.00062,0.00054,0.19346,-1.21028,14.63553,43.50200,15.38067,43.21168,-0.07
249.50000,-0.01549,1.74316,9.80519,0.00113,0.00059,0.19521,-1.22003,14.24253,43.63799,14.99042,43.35466,-0.08
249.55000,-0.01815,1.80259,9.81315,0.00183,0.00073,0.20257,-1.22997,13.84818,43.76987,14.59884,43.49387,-0.08
249.60000,-0.02590,1.83034,9.78602,0.00351,0.00087,0.20572,-1.24022,13.45252,43.89769,14.20592,43.62904,-0.08
249.65000,-0.01620,1.85164,9.74676,0.00265,0.00086,0.20909,-1.25060,13.05553,44.02114,13.81165,43.76013,-0.08
249.70000,-0.02078,1.88330,9.80246,0.00224,0.00088,0.21204,-1.26114,12.65725,44.14031,13.41606,43.88705,-0.08
249.75000,-0.01795,1.86814,9.77805,0.00163,0.00086,0.21388,-1.27180,12.25772,44.25506,13.01917,44.00973,-0.08
249.80000,-0.01623,1.86623,9.81808,0.00115,0.00084,0.21554,-1.28254,11.85697,44.36540,12.62099,44.12814,-0.08
249.85000,-0.02180,1.91750,9.85668,0.00157,0.00091,0.21918,-1.29342,11.45504,44.47130,12.22159,44.24225,-0.09
249.90000,-0.03106,1.98992,9.83651,0.00280,0.00104,0.22398,-1.30451,11.05197,44.57272,11.82102,44.35199,-0.08
249.95000,-0.03064,1.99722,9.76618,0.00318,0.00107,0.22676,-1.31580,10.64780,44.66947,11.41929,44.45718,-0.08
250.00000,-0.01841,1.96159,9.81672,0.00172,0.00094,0.22614,-1.32714,10.24255,44.76145,11.01638,44.55774,-0.08
250.05000,-0.01598,1.95729,9.76323,0.00040,0.00087,0.22737,-1.33847,9.83628,44.84869,10.61236,44.65374,-0.09
250.10000,-0.02503,2.00361,9.84049,0.00101,0.00096,0.22979,-1.34991,9.42904,44.93129,10.20730,44.74515,-0.09
250.15000,-0.03157,2.02645,9.78284,0.00223,0.00110,0.23372,-1.36151,9.02088,45.00913,9.80126,44.83191,-0.09
250.20000,-0.02759,2.02501,9.78438,0.00251,0.00110,0.23412,-1.37323,8.61185,45.08212,9.39425,44.91387,-0.09
250.25000,-0.01519,1.98692,9.78404,0.00102,0.00098,0.23313,-1.38491,8.20199,45.15016,8.98630,44.99102,-0.08
250.30000,-0.00873,1.93559,9.84119,-0.00035,0.00086,0.23043,-1.39649,7.79137,45.21339,8.57746,45.06337,-0.08
250.35000,0.01442,1.76933,9.76743,-0.00254,0.00062,0.22108,-1.40778,7.38003,45.27188,8.16772,45.13093,-0.08
250.40000,0.01241,1.77116,9.81152,-0.00311,0.00068,0.22016,-1.41875,6.96805,45.32590,7.75721,45.19409,-0.07
250.45000,0.00848,1.69545,9.78382,-0.00120,0.00079,0.21228,-1.42958,6.55546,45.37576,7.34598,45.25268,-0.09
250.50000,-0.00533,1.85785,9.75713,0.00074,0.00110,0.21966,-1.44031,6.14235,45.42131,6.93416,45.30714,-0.08
250.55000,-0.02809,1.87731,9.81033,0.00467,0.00134,0.21868,-1.45134,5.72876,45.46275,6.52181,45.35701,-0.09
250.60000,-0.01522,1.93844,9.79038,0.00346,0.00126,0.22311,-1.46235,5.31478,45.49940,6.10895,45.40242,-0.07
250.65000,0.00289,1.73196,9.87804,0.00067,0.00083,0.21137,-1.47327,4.90041,45.53153,5.69558,45.44299,-0.07
250.70000,0.02971,1.65730,9.72297,-0.00454,0.00044,0.20739,-1.48365,4.48573,45.55901,5.28169,45.47925,-0.07
250.75000,0.02173,1.52412,9.80477,-0.00436,0.00037,0.19686,-1.49377,4.07071,45.58259,4.86739,45.51115,-0.08
250.80000,0.01670,1.61756,9.79250,-0.00268,0.00060,0.19974,-1.50360,3.65545,45.60219,4.45274,45.53920,-0.06
250.85000,0.01705,1.44563,9.82591,0.00025,0.00070,0.18789,-1.51335,3.23996,45.61816,4.03781,45.56298,-0.07
250.90000,0.02471,1.55352,9.84387,-0.00062,0.00078,0.19101,-1.52273,2.82433,45.63017,3.62260,45.58309,-0.07
250.95000,-0.00316,1.57973,9.88528,0.00258,0.00098,0.18830,-1.53226,2.40855,45.63879,3.20725,45.59919,-0.07
251.00000,0.00460,1.63132,9.80242,0.00211,0.00096,0.19126,-1.54171,1.99271,45.64337,2.79174,45.61146,-0.06
251.05000,0.00307,1.56999,9.80699,0.00169,0.00082,0.18653,-1.55119,1.57684,45.64414,2.37615,45.61965,-0.06
251.10000,0.02964,1.40822,9.79265,-0.00223,0.00045,0.17873,-1.56029,1.16099,45.64088,1.96043,45.62389,-0.06
251.15000,0.03305,1.32610,9.82691,-0.00425,0.00027,0.17144,-1.56901,0.74515,45.63405,1.54462,45.62442,-0.06
251.20000,0.03577,1.25101,9.78441,-0.00404,0.00026,0.16427,-1.57738,0.32931,45.62391,1.12876,45.62142,-0.05
251.25000,0.03579,1.20256,9.77514,-0.00276,0.00035,0.15844,-1.58541,-0.08649,45.61066,0.71288,45.61506,-0.05
251.30000,0.03842,1.11978,9.83779,-0.00171,0.00043,0.15076,-1.59312,-0.50223,45.59446,0.29700,45.60544,-0.05
251.35000,0.04061,1.08350,9.86684,-0.00164,0.00046,0.14455,-1.60047,-0.91790,45.57544,-0.11886,45.59274,-0.05
251.40000,0.03660,1.06218,9.79304,-0.00122,0.00049,0.13902,-1.60753,-1.33349,45.55377,-0.53465,45.57708,-0.05
251.45000,0.03515,1.03749,9.77585,-0.00090,0.00048,0.13467,-1.61435,-1.74897,45.52949,-0.95037,45.55857,-0.05
251.50000,0.03350,1.01835,9.83627,-0.00062,0.00044,0.13040,-1.62096,-2.16433,45.50267,-1.36599,45.53728,-0.04
251.55000,0.03907,0.92256,9.78721,-0.00146,0.00031,0.12283,-1.62727,-2.57955,45.47334,-1.78149,45.51326,-0.04
251.60000,0.04431,0.84373,9.77938,-0.00293,0.00019,0.11548,-1.63319,-2.99461,45.44164,-2.19689,45.48670,-0.03
251.65000,0.04630,0.73969,9.84344,-0.00353,0.00012,0.10668,-1.63872,-3.40955,45.40785,-2.61217,45.45773,0.02
251.70000,0.10126,-0.28650,9.86623,-0.01187,-0.00043,0.04818,-1.64281,-3.82437,45.37214,-3.02740,45.42612,0.02
251.75000,0.10069,-0.87893,9.78996,-0.02916,-0.00048,0.00309,-1.64372,-4.23919,45.33566,-3.44271,45.39336,0.02
251.80000,0.05241,-0.89204,9.83527,-0.02317,0.00011,-0.02064,-1.64310,-4.65436,45.30135,-3.85807,45.36103,0.02
251.85000,0.04354,-0.85705,9.90062,-0.00874,0.00051,-0.03448,-1.64162,-5.06974,45.26922,-4.27349,45.32958,0.02
251.90000,0.04018,-0.67611,9.81417,0.00279,0.00059,-0.03971,-1.63970,-5.48528,45.23925,-4.68898,45.29922,0.02
251.95000,0.03946,-0.48527,9.81205,0.00784,0.00044,-0.04173,-1.63765,-5.90094,45.21113,-5.10453,45.26987,0.01
252.00000,0.03986,-0.31998,9.73845,0.00709,0.00019,-0.03998,-1.63560,-6.31668,45.18435,-5.52013,45.24143,0.01
252.05000,0.04208,-0.23842,9.85040,0.00421,-0.00003,-0.03814,-1.63365,-6.73247,45.15853,-5.93579,45.21377,0.01
252.10000,0.04208,-0.24835,9.73850,0.00069,-0.00015,-0.03765,-1.63177,-7.14830,45.13334,-6.35150,45.18681,0.02
252.15000,0.04231,-0.33738,9.80628,-0.00225,-0.00015,-0.04061,-1.62982,-7.56416,45.10872,-6.76725,45.16054,0.02
252.20000,0.04170,-0.42540,9.78507,-0.00396,-0.00008,-0.04412,-1.62768,-7.98006,45.08483,-7.18304,45.13509,0.02
252.25000,0.04343,-0.42520,9.79536,-0.00294,-0.00002,-0.04430,-1.62545,-8.39600,45.06191,-7.59889,45.11062,0.01
252.30000,0.04516,-0.37768,9.83541,-0.00015,0.00003,-0.04262,-1.62328,-8.81201,45.04007,-8.01480,45.08713,0.01
252.35000,0.04527,-0.33775,9.86948,0.00173,0.00006,-0.04091,-1.62120,-9.22806,45.01918,-8.43076,45.06456,0.02
252.40000,0.04396,-0.36374,9.77196,0.00131,0.00008,-0.04248,-1.61913,-9.64416,44.99915,-8.84677,45.04280,0.02
252.45000,0.04262,-0.35623,9.78638,-0.00020,0.00009,-0.04241,-1.61699,-10.06030,44.97995,-9.26282,45.02192,0.02
252.50000,0.04334,-0.34876,9.88261,-0.00045,0.00006,-0.04222,-1.61488,-10.47649,44.96167,-9.67891,45.00192,0.02
252.55000,0.04308,-0.36563,9.79642,-0.00058,0.00004,-0.04262,-1.61276,-10.89271,44.94423,-10.09504,44.98278,0.02
252.60000,0.04253,-0.38650,9.86667,-0.00075,0.00003,-0.04360,-1.61060,-11.30896,44.92766,-10.51121,44.96452,0.02
252.65000,0.04223,-0.39639,9.82471,-0.00081,0.00003,-0.04437,-1.60840,-11.72525,44.91202,-10.92742,44.94718,0.02
252.70000,0.04345,-0.37191,9.76439,-0.00030,0.00002,-0.04353,-1.60620,-12.14157,44.89734,-11.34367,44.93079,0.02
252.75000,0.04325,-0.38087,9.81854,0.00015,0.00002,-0.04418,-1.60401,-12.55792,44.88361,-11.75995,44.91529,0.02
252.80000,0.04267,-0.39509,9.76776,-0.00031,0.00003,-0.04501,-1.60178,-12.97430,44.87078,-12.17626,44.90071,0.02
252.85000,0.04195,-0.43172,9.73559,-0.00091,0.00005,-0.04731,-1.59947,-13.39071,44.85892,-12.59260,44.88705,0.02
252.90000,0.04194,-0.43343,9.80532,-0.00126,0.00006,-0.04800,-1.59707,-13.80715,44.84806,-13.00897,44.87439,0.02
252.95000,0.04308,-0.40582,9.78568,-0.00040,0.00004,-0.04729,-1.59468,-14.22360,44.83828,-13.42537,44.86276,0.02
253.00000,0.04339,-0.41382,9.76055,0.00020,0.00004,-0.04772,-1.59232,-14.64008,44.82953,-13.84179,44.85211,0.01
253.05000,0.04470,-0.33520,9.84674,0.00087,0.00002,-0.04369,-1.59002,-15.05658,44.82177,-14.25825,44.84251,0.01
253.10000,0.04622,-0.29383,9.80622,0.00203,0.00001,-0.04122,-1.58792,-15.47310,44.81495,-14.67473,44.83381,0.01
253.15000,0.04534,-0.26023,9.74680,0.00168,0.00001,-0.03797,-1.58595,-15.88964,44.80884,-15.09123,44.82596,0.02
253.20000,0.04399,-0.31838,9.74569,0.00043,0.00004,-0.03985,-1.58403,-16.30619,44.80342,-15.50775,44.81882,0.02
253.25000,0.04183,-0.38451,9.88044,-0.00201,0.00007,-0.04249,-1.58195,-16.72275,44.79865,-15.92428,44.81246,0.02
253.30000,0.04261,-0.37524,9.84463,-0.00214,0.00006,-0.04221,-1.57982,-17.13932,44.79480,-16.34082,44.80702,0.01
253.35000,0.04420,-0.34275,9.83398,-0.00041,0.00004,-0.04065,-1.57775,-17.55589,44.79191,-16.75737,44.80250,0.01
253.40000,0.04497,-0.30559,9.77208,0.00112,0.00002,-0.03842,-1.57578,-17.97247,44.78988,-17.17393,44.79885,0.01
253.45000,0.04448,-0.32114,9.81925,0.00118,0.00002,-0.03897,-1.57386,-18.38905,44.78863,-17.59050,44.79597,0.02
253.50000,0.04256,-0.36117,9.81207,-0.00040,0.00003,-0.04093,-1.57186,-18.80564,44.78812,-18.00708,44.79387,0.01
253.55000,0.04408,-0.29875,9.75695,-0.00055,0.00002,-0.03791,-1.56987,-19.22223,44.78846,-18.42365,44.79267,0.01
253.60000,0.04635,-0.23489,9.83821,0.00123,0.00001,-0.03437,-1.56809,-19.63881,44.78965,-18.84024,44.79228,0.01
253.65000,0.04570,-0.19728,9.82023,0.00204,0.00000,-0.03070,-1.56647,-20.05540,44.79144,-19.25683,44.79261,0.01
253.70000,0.04466,-0.24435,9.79764,0.00113,0.00002,-0.03181,-1.56493,-20.47199,44.79376,-19.67342,44.79350,0.01
253.75000,0.04426,-0.21054,9.78548,-0.00025,0.00003,-0.02907,-1.56339,-20.88858,44.79657,-20.09002,44.79507,0.01
253.80000,0.04472,-0.21825,9.83058,0.00005,0.00003,-0.02897,-1.56196,-21.30517,44.80000,-20.50661,44.79721,0.01
253.85000,0.04372,-0.23667,9.75592,-0.00051,0.00003,-0.02867,-1.56052,-21.72175,44.80390,-20.92320,44.79994,0.01
253.90000,0.04336,-0.31455,9.75352,-0.00124,0.00004,-0.03261,-1.55900,-22.13833,44.80838,-21.33978,44.80322,0.01
253.95000,0.04371,-0.24100,9.85350,-0.00109,0.00002,-0.02893,-1.55743,-22.55490,44.81352,-21.75636,44.80727,0.01
254.00000,0.04596,-0.17930,9.76083,0.00159,-0.00000,-0.02610,-1.55608,-22.97146,44.81942,-22.17293,44.81194,0.01
254.05000,0.04492,-0.16507,9.83656,0.00197,-0.00000,-0.02404,-1.55483,-23.38801,44.82574,-22.58950,44.81715,0.01
254.10000,0.04402,-0.21307,9.79915,0.00064,0.00001,-0.02609,-1.55359,-23.80457,44.83249,-23.00607,44.82278,0.01
254.15000,0.04468,-0.15682,9.80503,-0.00039,0.00001,-0.02262,-1.55235,-24.22111,44.83968,-23.42263,44.82901,0.00
254.20000,0.04575,-0.09396,9.71709,0.00119,0.00000,-0.01885,-1.55134,-24.63765,44.84738,-23.83918,44.83571,-0.01
254.25000,0.04596,0.10715,9.87181,0.00375,-0.00000,-0.00610,-1.55072,-25.05418,44.85533,-24.25573,44.84293,-0.00
254.30000,0.04503,0.14189,9.82948,0.00567,0.00001,-0.00150,-1.55061,-25.47072,44.86330,-24.67229,44.85017,-0.00
254.35000,0.04377,0.14015,9.80690,0.00278,0.00002,0.00276,-1.55064,-25.88727,44.87080,-25.08885,44.85737,-0.00
254.40000,0.04350,0.14868,9.83214,0.00089,0.00003,0.00554,-1.55088,-26.30383,44.87803,-25.50541,44.86444,-0.00
254.45000,0.04318,0.12411,9.83488,-0.00046,0.00002,0.00727,-1.55121,-26.72039,44.88486,-25.92197,44.87135,-0.00
254.50000,0.04349,0.04981,9.79678,-0.00138,0.00001,0.00547,-1.55154,-27.13696,44.89137,-26.33854,44.87804,-0.00
254.55000,-0.34003,0.00343,9.82560,-0.00208,0.00291,0.00402,-1.55176,-27.55354,44.89766,-26.75421,44.88460,-0.00
254.60000,0.13110,-0.00349,9.79971,-0.00134,-0.00014,0.00320,-1.55194,-27.96944,44.90392,-27.17000,44.89111,-0.00
254.65000,0.02466,-0.00429,9.85279,-0.00035,-0.00109,0.00268,-1.55208,-28.38522,44.91017,-27.58582,44.89757,-0.00
254.70000,0.03706,0.00281,9.80115,0.00028,-0.00136,0.00236,-1.55220,-28.80103,44.91644,-28.00162,44.90399,-0.00
254.75000,0.04733,0.01099,9.87116,0.00044,-0.00111,0.00216,-1.55232,-29.21680,44.92271,-28.41742,44.91037,-0.00
254.80000,0.05123,0.01638,9.82782,0.00031,-0.00058,0.00204,-1.55242,-29.63258,44.92897,-28.83322,44.91671,-0.00
254.85000,0.05155,0.01803,9.76889,0.00009,-0.00005,0.00196,-1.55252,-30.04838,44.93518,-29.24904,44.92300,-0.00
254.90000,0.04985,0.01743,9.83824,-0.00005,0.00030,0.00192,-1.55262,-30.46419,44.94136,-29.66487,44.92925,-0.00
254.95000,0.04650,0.01632,9.82035,-0.00009,0.00043,0.00190,-1.55271,-30.88002,44.94749,-30.08070,44.93546,-0.00
255.00000,0.04342,0.01548,9.82789,-0.00006,0.00038,0.00188,-1.55281,-31.29586,44.95358,-30.49653,44.94163,-0.00
255.05000,0.04184,0.01522,9.77672,-0.00002,0.00022,0.00187,-1.55290,-31.71170,44.95964,-30.91236,44.94776,-0.00
255.10000,0.04176,0.01539,9.78308,0.00002,0.00005,0.00187,-1.55299,-32.12754,44.96565,-31.32819,44.95385,-0.00
255.15000,0.04221,0.01566,9.80423,0.00003,-0.00007,0.00186,-1.55309,-32.54337,44.97163,-31.74401,44.95991,-0.00
255.20000,0.04286,0.01596,9.83837,0.00002,-0.00013,0.00186,-1.55318,-32.95920,44.97757,-32.15983,44.96593,-0.00
255.25000,0.04400,0.01612,9.81249,0.00002,-0.00013,0.00186,-1.55327,-33.37502,44.98348,-32.57566,44.97190,-0.00
255.30000,0.04460,0.01611,9.77453,0.00001,-0.00009,0.00186,-1.55336,-33.79084,44.98934,-32.99148,44.97784,-0.00
255.35000,0.04480,0.01598,9.79601,0.00000,-0.00003,0.00186,-1.55346,-34.20667,44.99517,-33.40731,44.98374,-0.00
255.40000,0.04460,0.01596,9.83984,0.00000,0.00001,0.00186,-1.55355,-34.62250,45.00095,-33.82314,44.98960,-0.00
255.45000,0.04457,0.01595,9.80783,0.00001,0.00004,0.00186,-1.55364,-35.03833,45.00670,-34.23897,44.99542,-0.00
255.50000,0.42695,0.02891,9.77554,0.00015,-0.00287,0.00249,-1.55375,-35.45416,45.01241,-34.65570,45.00123,-0.01
255.55000,-0.04499,0.24620,9.88894,0.00271,0.00019,0.01432,-1.55416,-35.87066,45.01808,-35.07230,45.00714,-0.01
255.60000,0.05867,0.39635,9.78234,0.00665,0.00116,0.02420,-1.55519,-36.28729,45.02346,-35.48887,45.01274,-0.00
255.65000,0.04876,0.23585,9.75609,0.00363,0.00139,0.02018,-1.55635,-36.70389,45.02790,-35.90548,45.01760,-0.00
255.70000,0.04206,0.07886,9.84971,-0.00327,0.00106,0.01385,-1.55718,-37.12053,45.03151,-36.32209,45.02193,-0.00
255.75000,0.03786,0.01149,9.84474,-0.00571,0.00052,0.00964,-1.55773,-37.53717,45.03484,-36.73869,45.02596,0.00
255.80000,0.03716,-0.04791,9.84550,-0.00441,0.00001,0.00588,-1.55811,-37.95380,45.03811,-37.15530,45.02983,-0.00
255.85000,0.03922,-0.00313,9.82082,-0.00138,-0.00031,0.00685,-1.55840,-38.37042,45.04143,-37.57190,45.03369,-0.00
255.90000,0.04159,0.05123,9.77412,0.00185,-0.00041,0.00792,-1.55878,-38.78702,45.04486,-37.98849,45.03747,-0.00
255.95000,0.04459,0.09604,9.80149,0.00267,-0.00035,0.00950,-1.55922,-39.20361,45.04818,-38.40509,45.04111,-0.00
256.00000,0.04593,0.11180,9.78278,0.00197,-0.00020,0.00983,-1.55971,-39.62020,45.05132,-38.82169,45.04451,-0.00
256.05000,0.04589,0.10850,9.80722,0.00046,-0.00004,0.00999,-1.56021,-40.03680,45.05418,-39.23829,45.04769,-0.00
256.10000,0.04569,0.10361,9.91343,-0.00039,0.00008,0.01019,-1.56071,-40.45341,45.05677,-39.65490,45.05064,-0.00
256.15000,0.04472,0.09563,9.80113,-0.00055,0.00013,0.01039,-1.56123,-40.87002,45.05911,-40.07151,45.05337,-0.00
256.20000,0.04311,0.09113,9.85117,-0.00030,0.00012,0.01059,-1.56175,-41.28664,45.06120,-40.48812,45.05588,-0.00
256.25000,0.04308,0.09134,9.69670,0.00003,0.00008,0.01078,-1.56229,-41.70326,45.06307,-40.90473,45.05818,-0.00
256.30000,0.04287,0.09557,9.82096,0.00023,0.00003,0.01097,-1.56283,-42.11987,45.06472,-41.32135,45.06026,-0.00
256.35000,0.04317,0.09835,9.78456,0.00027,-0.00001,0.01116,-1.56339,-42.53649,45.06614,-41.73796,45.06211,-0.00
256.40000,0.04337,0.08368,9.84269,0.00003,-0.00004,0.01040,-1.56393,-42.95311,45.06732,-42.15457,45.06372,-0.00
256.45000,0.04395,0.07354,9.83940,-0.00037,-0.00004,0.00980,-1.56443,-43.36972,45.06827,-42.57119,45.06510,-0.00
256.50000,0.04416,0.05149,9.75268,-0.00059,-0.00003,0.00838,-1.56488,-43.78634,45.06904,-42.98780,45.06627,-0.00
256.55000,0.04418,0.05876,9.83972,-0.00053,-0.00002,0.00843,-1.56529,-44.20295,45.06966,-43.40442,45.06729,-0.00
256.60000,0.04417,0.06885,9.78254,0.00012,0.00000,0.00857,-1.56572,-44.61957,45.07016,-43.82104,45.06815,-0.00
256.65000,0.04396,0.08570,9.80352,0.00050,0.00002,0.00936,-1.56617,-45.03619,45.07049,-44.23765,45.06884,-0.00
256.70000,0.04373,0.09306,9.78551,0.00066,0.00002,0.00971,-1.56665,-45.45281,45.07064,-44.65427,45.06933,-0.00
256.75000,0.04378,0.10191,9.87059,0.00046,0.00002,0.01038,-1.56715,-45.86943,45.07055,-45.07089,45.06961,-0.00
256.80000,0.04304,0.11332,9.82401,0.00040,0.00001,0.01118,-1.56769,-46.28605,45.07024,-45.48751,45.06968,-0.00
256.85000,0.04322,0.11338,9.78542,0.00030,0.00001,0.01161,-1.56827,-46.70267,45.06965,-45.90412,45.06950,-0.00
256.90000,0.04362,0.09322,9.79455,-0.00009,-0.00000,0.01096,-1.56884,-47.11928,45.06878,-46.32074,45.06907,-0.00
256.95000,0.04366,0.06895,9.83080,-0.00062,-0.00001,0.00982,-1.56935,-47.53590,45.06766,-46.73736,45.06839,-0.00
257.00000,0.04380,0.07114,9.80145,-0.00062,-0.00001,0.00968,-1.56983,-47.95251,45.06635,-47.15397,45.06752,-0.00
257.05000,0.04365,0.04553,9.76985,-0.00044,-0.00000,0.00805,-1.57028,-48.36913,45.06489,-47.57059,45.06644,-0.00
257.10000,0.04385,0.04872,9.79589,-0.00046,-0.00000,0.00788,-1.57067,-48.78574,45.06326,-47.98721,45.06522,-0.00
257.15000,0.04375,0.05691,9.70261,0.00007,0.00000,0.00768,-1.57106,-49.20236,45.06155,-48.40382,45.06384,-0.01
257.20000,0.04364,0.10203,9.81631,0.00070,0.00001,0.00992,-1.57149,-49.61897,45.05969,-48.82044,45.06233,-0.00
257.25000,0.04322,0.10335,9.80128,0.00116,0.00001,0.01003,-1.57201,-50.03559,45.05765,-49.23705,45.06060,-0.00
257.30000,0.04393,0.07285,9.77150,0.00010,0.00000,0.00891,-1.57248,-50.45220,45.05532,-49.65367,45.05863,-0.00
257.35000,0.04389,0.05714,9.79901,-0.00075,-0.00000,0.00794,-1.57289,-50.86881,45.05279,-50.07028,45.05646,0.00
257.40000,0.04471,-0.04414,9.77274,-0.00187,-0.00001,0.00235,-1.57315,-51.28542,45.05012,-50.48689,45.05407,0.00
257.45000,0.04460,-0.07972,9.74658,-0.00289,-0.00001,-0.00045,-1.57317,-51.70203,45.04741,-50.90350,45.05166,0.00
257.50000,0.04434,-0.09523,9.79861,-0.00181,-0.00001,-0.00320,-1.57307,-52.11864,45.04493,-51.32012,45.04929,-0.00
257.55000,0.04402,-0.00280,9.80642,0.00023,0.00000,0.00041,-1.57298,-52.53526,45.04264,-51.73673,45.04710,-0.00
257.60000,0.04427,0.05697,9.84423,0.00274,0.00001,0.00264,-1.57308,-52.95187,45.04051,-52.15335,45.04492,-0.00
257.65000,0.04350,0.06983,9.93430,0.00236,0.00001,0.00395,-1.57325,-53.36849,45.03824,-52.56996,45.04266,-0.00
257.70000,0.04402,0.06749,9.77557,0.00099,0.00001,0.00413,-1.57346,-53.78510,45.03582,-52.98657,45.04028,0.01
257.75000,0.04458,-0.15193,9.76756,-0.00265,-0.00001,-0.00698,-1.57340,-54.20171,45.03322,-53.40318,45.03763,0.01
257.80000,0.04376,-0.32823,9.73626,-0.00724,-0.00001,-0.01744,-1.57273,-54.61832,45.03069,-53.81979,45.03511,0.01
257.85000,0.04329,-0.26596,9.84980,-0.00539,0.00000,-0.01787,-1.57179,-55.03494,45.02889,-54.23640,45.03312,-0.01
257.90000,-12.53884,-0.11265,15.33306,0.00772,-0.13434,-0.01224,-1.57116,-55.45155,45.02788,-54.62972,45.03182,-0.01
257.95000,9.27883,0.52332,7.62734,0.01071,-0.18849,0.01553,-1.57121,-55.84955,45.02732,-55.03288,45.03071,0.00
258.00000,2.36899,0.13107,7.84147,0.00805,-0.11825,0.00846,-1.57190,-56.24479,45.02623,-55.44872,45.02907,-0.00
258.05000,1.01359,0.06263,8.06740,-0.00147,-0.02244,0.00551,-1.57219,-56.65765,45.02404,-55.86439,45.02717,0.05
258.10000,1.22730,-0.86865,8.87448,-0.01325,0.04059,-0.04412,-1.57143,-57.07208,45.02181,-56.28138,45.02463,-0.01
258.15000,0.59749,-0.29417,9.76714,-0.02014,0.06620,-0.02253,-1.56917,-57.48917,45.02030,-56.69902,45.02339,-0.00
