time,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,compassAngle,gpsX,gpsY,truePosX,truePosY
849.20000,0.03768,-0.79062,9.81694,-0.00042,0.00017,-0.09304,-3.04004,-105.61823,-55.46759,-105.54532,-54.67211,-0.07
849.25000,0.15188,0.96506,9.75415,0.01865,-0.00098,-0.00994,-3.03694,-105.66404,-55.88150,-105.58784,-55.08652,-0.08
849.30000,0.05261,2.23718,9.82625,0.04640,0.00017,0.08426,-3.03962,-105.71016,-56.29546,-105.63142,-55.50106,-0.08
849.35000,-0.13431,2.31936,9.83587,0.04531,0.00216,0.13037,-3.04531,-105.75103,-56.71030,-105.67258,-55.91535,-0.07
849.40000,-0.05473,2.31195,9.81576,0.02241,0.00201,0.15472,-3.05266,-105.78625,-57.12526,-105.71018,-56.32975,-0.07
849.45000,-0.04287,2.05346,9.83467,-0.00063,0.00123,0.16566,-3.06077,-105.81567,-57.54047,-105.74389,-56.74434,-0.07
849.50000,-0.02506,1.76528,9.80866,-0.01184,0.00039,0.17109,-3.06923,-105.83978,-57.95589,-105.77380,-57.15914,-0.06
849.55000,-0.01169,1.54239,9.77876,-0.01135,-0.00012,0.17337,-3.07786,-105.85933,-58.37147,-105.80006,-57.57413,-0.06
849.60000,0.00642,1.37432,9.79891,-0.00618,-0.00032,0.17127,-3.08649,-105.87490,-58.78717,-105.82276,-57.98933,-0.06
849.65000,0.02511,1.26214,9.82514,-0.00208,-0.00029,0.16633,-3.09492,-105.88697,-59.20296,-105.84196,-58.40474,-0.06
849.70000,0.03325,1.23771,9.84187,-0.00009,-0.00004,0.16150,-3.10309,-105.89585,-59.61885,-105.85777,-58.82034,-0.06
849.75000,0.02706,1.29686,9.81277,0.00125,0.00036,0.16062,-3.11112,-105.90171,-60.03483,-105.87033,-59.23609,-0.06
849.80000,0.01980,1.32943,9.80471,0.00223,0.00071,0.15990,-3.11914,-105.90450,-60.45089,-105.87958,-59.65194,-0.06
849.85000,0.01958,1.33975,9.80151,0.00164,0.00084,0.15876,-3.12710,-105.90403,-60.86697,-105.88549,-60.06785,-0.06
849.90000,0.01742,1.31987,9.85653,0.00067,0.00081,0.15785,-3.13501,-105.90029,-61.28304,-105.88809,-60.48381,-0.06
849.95000,0.01098,1.36998,9.89871,0.00063,0.00074,0.15948,3.14025,-105.89328,-61.69908,-105.88744,-60.89977,-0.06
850.00000,0.00229,1.42937,9.80292,0.00182,0.00069,0.16294,3.13218,-105.88298,-62.11506,-105.88349,-61.31570,-0.06
850.05000,0.00075,1.45814,9.81309,0.00255,0.00060,0.16530,3.12395,-105.86923,-62.53091,-105.87615,-61.73155,-0.06
850.10000,0.00277,1.48388,9.75938,0.00217,0.00050,0.16743,3.11562,-105.85192,-62.94661,-105.86535,-62.14730,-0.07
850.15000,-0.00124,1.53939,9.86320,0.00211,0.00049,0.17140,3.10715,-105.83104,-63.36212,-105.85108,-62.56292,-0.06
850.20000,0.00533,1.47000,9.84469,0.00142,0.00043,0.16996,3.09858,-105.80648,-63.77742,-105.83316,-62.97838,-0.06
850.25000,0.01413,1.44845,9.87012,-0.00032,0.00037,0.16987,3.09010,-105.77821,-64.19245,-105.81170,-63.39369,-0.06
850.30000,0.01387,1.40053,9.82742,-0.00057,0.00040,0.16787,3.08166,-105.74645,-64.60724,-105.78669,-63.80880,-0.06
850.35000,0.01303,1.43303,9.80744,-0.00022,0.00050,0.16910,3.07325,-105.71117,-65.02175,-105.75824,-64.22370,-0.06
850.40000,0.00828,1.43610,9.86223,0.00111,0.00061,0.16910,3.06478,-105.67249,-65.43597,-105.72629,-64.63834,-0.06
850.45000,0.01225,1.43046,9.76049,0.00113,0.00062,0.16878,3.05634,-105.63028,-65.84984,-105.69083,-65.05269,-0.06
850.50000,0.00642,1.48831,9.78522,0.00144,0.00066,0.17101,3.04785,-105.58461,-66.26335,-105.65192,-65.46673,-0.07
850.55000,-0.00125,1.53820,9.75304,0.00238,0.00072,0.17418,3.03921,-105.53542,-66.67645,-105.60948,-65.88040,-0.07
850.60000,-0.00413,1.56810,9.78557,0.00278,0.00072,0.17756,3.03040,-105.48254,-67.08907,-105.56344,-66.29366,-0.07
850.65000,-0.00265,1.57484,9.75847,0.00233,0.00066,0.17917,3.02147,-105.42590,-67.50117,-105.51370,-66.70645,-0.07
850.70000,0.00076,1.57576,9.83137,0.00127,0.00058,0.18047,3.01247,-105.36541,-67.91270,-105.46023,-67.11877,-0.06
850.75000,0.00679,1.51667,9.85448,0.00016,0.00048,0.17864,3.00348,-105.30112,-68.32364,-105.40299,-67.53058,-0.07
850.80000,0.01002,1.52668,9.78232,-0.00058,0.00046,0.17878,2.99456,-105.23307,-68.73397,-105.34209,-67.94187,-0.07
850.85000,0.00687,1.51679,9.69079,0.00012,0.00053,0.17837,2.98563,-105.16141,-69.14369,-105.27751,-68.35261,-0.07
850.90000,0.00171,1.56927,9.74338,0.00129,0.00066,0.18168,2.97664,-105.08609,-69.55276,-105.20934,-68.76275,-0.07
850.95000,-0.00369,1.59864,9.81204,0.00262,0.00076,0.18324,2.96749,-105.00710,-69.96113,-105.13743,-69.17223,-0.07
851.00000,0.00067,1.60846,9.84975,0.00214,0.00074,0.18441,2.95830,-104.92428,-70.36873,-105.06177,-69.58102,-0.07
851.05000,0.00297,1.58506,9.73797,0.00116,0.00067,0.18381,2.94908,-104.83765,-70.77551,-104.98230,-69.98908,-0.07
851.10000,0.00374,1.58132,9.77343,0.00035,0.00062,0.18457,2.93988,-104.74721,-71.18146,-104.89909,-70.39640,-0.07
851.15000,0.00245,1.56734,9.79457,0.00048,0.00061,0.18438,2.93065,-104.65302,-71.58656,-104.81210,-70.80292,-0.06
851.20000,0.01243,1.50835,9.82994,-0.00026,0.00052,0.18100,2.92151,-104.55506,-71.99076,-104.72133,-71.20862,-0.06
851.25000,0.01748,1.46705,9.74191,-0.00110,0.00048,0.17850,2.91254,-104.45345,-72.39407,-104.62689,-71.61353,-0.07
851.30000,0.00972,1.49242,9.77117,-0.00017,0.00058,0.17899,2.90362,-104.34836,-72.79650,-104.52890,-72.01759,-0.07
851.35000,-0.00292,1.58742,9.82968,0.00212,0.00077,0.18312,2.89457,-104.23978,-73.19803,-104.42736,-72.42077,-0.07
851.40000,-0.00938,1.64865,9.82045,0.00380,0.00089,0.18646,2.88530,-104.12756,-73.59854,-104.32216,-72.82296,-0.07
851.45000,-0.00535,1.64893,9.65536,0.00317,0.00083,0.18801,2.87592,-104.01149,-73.99792,-104.21317,-73.22412,-0.07
851.50000,-0.00467,1.66845,9.84476,0.00182,0.00074,0.18986,2.86647,-103.89155,-74.39614,-104.10040,-73.62421,-0.07
851.55000,-0.01126,1.71351,9.77386,0.00160,0.00073,0.19379,2.85687,-103.76774,-74.79315,-103.98385,-74.02319,-0.07
851.60000,-0.00748,1.67950,9.75405,0.00144,0.00067,0.19368,2.84716,-103.63999,-75.18889,-103.86338,-74.42098,-0.07
851.65000,0.00941,1.59407,9.82978,-0.00047,0.00050,0.19031,2.83756,-103.50824,-75.58330,-103.73900,-74.81758,-0.07
851.70000,0.01750,1.51032,9.83826,-0.00200,0.00040,0.18610,2.82817,-103.37274,-75.97643,-103.61082,-75.21300,-0.07
851.75000,0.01449,1.51527,9.77320,-0.00165,0.00048,0.18475,2.81892,-103.23366,-76.36834,-103.47901,-75.60727,-0.07
851.80000,0.00190,1.58549,9.73445,0.00080,0.00072,0.18715,2.80963,-103.09112,-76.75904,-103.34364,-76.00032,-0.07
851.85000,-0.00726,1.64823,9.76329,0.00322,0.00092,0.19036,2.80018,-102.94503,-77.14843,-103.20464,-76.39208,-0.07
851.90000,-0.00660,1.67015,9.74312,0.00353,0.00094,0.19192,2.79061,-102.79522,-77.53639,-103.06192,-76.78247,-0.07
851.95000,-0.00381,1.67392,9.82518,0.00223,0.00084,0.19279,2.78098,-102.64160,-77.92283,-102.91542,-77.17145,-0.07
852.00000,-0.00081,1.66367,9.85498,0.00076,0.00070,0.19222,2.77135,-102.48418,-78.30773,-102.76514,-77.55898,-0.07
852.05000,0.00303,1.62926,9.79581,-0.00031,0.00059,0.19154,2.76176,-102.32300,-78.69105,-102.61113,-77.94504,-0.07
852.10000,-0.00431,1.67492,9.78297,0.00039,0.00065,0.19442,2.75212,-102.15814,-79.07282,-102.45347,-78.32962,-0.07
852.15000,-0.00477,1.65265,9.80562,0.00150,0.00070,0.19400,2.74239,-101.98960,-79.45297,-102.29206,-78.71262,-0.07
852.20000,0.00010,1.66585,9.77325,0.00124,0.00071,0.19518,2.73267,-101.81730,-79.83141,-102.12696,-79.09405,-0.07
852.25000,0.00877,1.57258,9.85501,0.00028,0.00061,0.18999,2.72302,-101.64134,-80.20817,-101.95806,-79.47382,-0.07
852.30000,0.01891,1.53130,9.83619,-0.00164,0.00052,0.18752,2.71362,-101.46175,-80.58321,-101.78556,-79.85202,-0.07
852.35000,0.01303,1.50697,9.76900,-0.00118,0.00057,0.18443,2.70433,-101.27881,-80.95667,-101.60952,-80.22861,-0.07
852.40000,0.00656,1.56039,9.78597,0.00022,0.00071,0.18655,2.69507,-101.09249,-81.32848,-101.43009,-80.60362,-0.07
852.45000,-0.00845,1.64571,9.87557,0.00291,0.00091,0.19000,2.68565,-100.90286,-81.69864,-101.24723,-80.97693,-0.07
852.50000,-0.00696,1.67261,9.78487,0.00351,0.00092,0.19149,2.67609,-100.70970,-82.06694,-101.06082,-81.34845,-0.07
852.55000,-0.00406,1.68912,9.88609,0.00235,0.00082,0.19266,2.66648,-100.51294,-82.43331,-100.87085,-81.71815,-0.07
852.60000,-10.03542,0.51061,12.56868,-0.07377,-0.04457,0.02053,2.65859,-100.31260,-82.79771,-100.68002,-82.07506,-0.07
852.65000,3.25254,4.61633,11.56422,-0.19800,-0.18872,0.18630,2.65156,-100.11155,-83.15594,-100.48908,-82.42360,-0.08
852.70000,1.40447,2.33202,9.15498,-0.19117,-0.17721,0.22559,2.63948,-99.91211,-83.49303,-100.29607,-82.77249,-0.09
852.75000,-10.20334,-4.02979,14.14690,0.20774,-0.29687,0.18812,2.62773,-99.70068,-83.83308,-100.11182,-83.10374,-0.09
852.80000,0.91829,0.20203,5.01985,0.22213,-0.13213,0.17015,2.61809,-99.50850,-84.15414,-99.92524,-83.43532,-0.08
852.85000,3.59508,1.51914,7.47226,0.22234,-0.07229,0.17751,2.60830,-99.31752,-84.47791,-99.73224,-83.77004,-0.08
852.90000,1.77621,3.41051,7.19963,0.07384,0.03493,0.17289,2.59917,-99.11969,-84.80653,-99.53484,-84.10310,-0.09
852.95000,1.71235,2.92224,9.73261,-0.04779,0.04561,0.17652,2.59087,-98.91560,-85.13516,-99.33108,-84.43537,-0.08
853.00000,-2.55605,4.19807,12.07761,-0.46017,0.38468,0.10637,2.58472,-98.70339,-85.46315,-99.12682,-84.75549,-0.07
853.05000,0.11578,0.06218,9.48865,-0.32449,0.39876,0.13252,2.57869,-98.48570,-85.78348,-98.91942,-85.07387,-0.07
853.10000,3.55335,0.79434,3.69274,-0.16100,0.40390,0.07791,2.57346,-98.26471,-86.10036,-98.71013,-85.38849,-0.07
853.15000,11.41284,-1.77856,16.59935,0.24003,0.32531,0.10817,2.56771,-98.04126,-86.41575,-98.48053,-85.72619,-0.07
853.20000,-1.16536,-0.33126,11.34402,0.17463,0.18822,0.19148,2.56018,-97.80927,-86.74913,-98.24794,-86.07625,-0.07
853.25000,-2.07556,0.68661,9.34016,0.10749,0.03507,0.21005,2.55078,-97.56802,-87.09777,-98.01914,-86.42519,-0.07
853.30000,-1.58053,1.32854,8.29425,0.10166,-0.08040,0.22723,2.54009,-97.33080,-87.44329,-97.78940,-86.77059,-0.08
853.35000,-1.30719,3.23060,9.03488,0.03819,-0.11054,0.22055,2.52986,-97.09216,-87.78312,-97.55657,-87.11126,-0.08
853.40000,-1.44650,-0.08801,7.31922,0.21487,-0.15239,0.22841,2.51859,-96.84959,-88.11599,-97.32346,-87.44853,-0.08
853.45000,-1.35136,2.33587,3.50245,0.07065,-0.28164,0.28387,2.50585,-96.60742,-88.44454,-97.08945,-87.78475,-0.08
853.50000,-0.43534,6.80082,8.02130,-0.05709,-0.29361,0.21891,2.49412,-96.36442,-88.77022,-96.84458,-88.11162,-0.08
853.55000,1.33605,3.88899,12.45513,-0.18625,-0.20001,0.21830,2.48322,-96.11279,-89.08589,-96.59164,-88.43407,-0.08
853.60000,2.27952,1.69525,14.20776,-0.16604,-0.07407,0.21995,2.47229,-95.85078,-89.39559,-96.33343,-88.75573,-0.08
853.65000,1.95075,0.45995,13.85328,-0.06324,0.03519,0.22461,2.46119,-95.58128,-89.70473,-96.07127,-89.07801,-0.08
853.70000,0.96268,0.72141,12.32534,0.01817,0.10217,0.22037,2.45009,-95.30717,-90.01676,-95.80588,-89.39907,-0.07
853.75000,0.31469,1.30553,10.34069,0.04432,0.11650,0.21351,2.43928,-95.03024,-90.32993,-95.53709,-89.71807,-0.07
853.80000,-0.27394,1.76383,8.94922,0.03310,0.09133,0.20843,2.42877,-94.75056,-90.64229,-95.26497,-90.03417,-0.07
853.85000,-0.60995,1.97483,8.32292,0.01167,0.04683,0.20603,2.41843,-94.46806,-90.95188,-94.98974,-90.34681,-0.08
853.90000,-0.65447,1.95280,8.33533,-0.00361,0.00244,0.20535,2.40815,-94.18286,-91.25740,-94.71158,-90.65583,-0.08
853.95000,-0.47926,1.81706,8.86763,-0.00854,-0.02852,0.20562,2.39788,-93.89513,-91.55848,-94.43056,-90.96143,-0.07
854.00000,-0.20709,1.68781,9.46987,-0.00646,-0.04089,0.20418,2.38763,-93.60496,-91.85542,-94.14661,-91.26388,-0.07
854.05000,0.05072,1.60773,9.97084,-0.00252,-0.03669,0.20167,2.37749,-93.31221,-92.14883,-93.85961,-91.56346,-0.07
854.10000,0.20987,1.60115,10.29185,0.00089,-0.02224,0.20005,2.36746,-93.01672,-92.43935,-93.56952,-91.86037,-0.07
854.15000,0.25903,1.61662,10.33482,0.00234,-0.00523,0.19713,2.35754,-92.71825,-92.72733,-93.27629,-92.15459,-0.07
854.20000,0.20531,1.68236,10.13167,0.00260,0.00839,0.19912,2.34765,-92.41666,-93.01287,-92.98004,-92.44614,-0.08
854.25000,0.09360,1.80823,9.91372,0.00379,0.01551,0.20369,2.33757,-92.11196,-93.29589,-92.68085,-92.73484,-0.08
854.30000,-0.02131,1.94181,9.74070,0.00490,0.01595,0.21227,2.32716,-91.80412,-93.57595,-92.37879,-93.02050,-0.08
854.35000,-0.09922,2.00973,9.59548,0.00504,0.01155,0.21741,2.31637,-91.49317,-93.85264,-92.07376,-93.30279,-0.07
854.40000,-0.09993,1.83926,9.61524,0.00125,0.00489,0.21288,2.30558,-91.17909,-94.12556,-91.76564,-93.58153,-0.07
854.45000,-0.06370,1.66460,9.63757,-0.00392,-0.00113,0.20537,2.29515,-90.86211,-94.39475,-91.45453,-93.85688,-0.07
854.50000,-0.02938,1.58471,9.76501,-0.00538,-0.00458,0.19949,2.28506,-90.54254,-94.66062,-91.14061,-94.12903,-0.08
854.55000,-0.00904,1.65823,9.81428,-0.00218,-0.00503,0.20146,2.27507,-90.22055,-94.92340,-90.82408,-94.39816,-0.07
854.60000,0.01179,1.65727,9.86873,0.00213,-0.00347,0.20084,2.26499,-89.89613,-95.18315,-90.50489,-94.66411,-0.07
854.65000,0.03294,1.69038,9.85007,0.00292,-0.00117,0.20105,2.25495,-89.56914,-95.43965,-90.18303,-94.92690,-0.07
854.70000,0.03897,1.63157,9.86266,0.00175,0.00092,0.19667,2.24500,-89.23960,-95.69299,-89.85846,-95.18643,-0.07
854.75000,0.03443,1.62321,9.81719,-0.00042,0.00227,0.19520,2.23523,-88.90751,-95.94311,-89.53132,-95.44280,-0.07
854.80000,0.00329,1.69399,9.79132,0.00047,0.00288,0.19779,2.22541,-88.57300,-96.19015,-89.20172,-95.69602,-0.08
854.85000,-0.02877,1.84937,9.73226,0.00331,0.00281,0.20573,2.21532,-88.23606,-96.43392,-88.86973,-95.94601,-0.08
854.90000,-0.04253,1.89366,9.74704,0.00519,0.00214,0.21019,2.20488,-87.89662,-96.67415,-88.53522,-96.19249,-0.08
854.95000,-0.02887,1.86174,9.78182,0.00328,0.00110,0.21089,2.19433,-87.55457,-96.91052,-88.19814,-96.43535,-0.08
855.00000,-0.01960,1.84405,9.85845,0.00072,0.00028,0.21112,2.18378,-87.21000,-97.14306,-87.85849,-96.67459,-0.08
855.05000,-0.01346,1.81590,9.79394,-0.00038,-0.00008,0.21109,2.17323,-86.86296,-97.37185,-87.51633,-96.91020,-0.08
855.10000,-0.01827,1.88265,9.82788,0.00065,0.00010,0.21569,2.16256,-86.51350,-97.59689,-87.17176,-97.14222,-0.08
855.15000,-0.01163,1.83177,9.84801,0.00177,0.00039,0.21404,2.15179,-86.16164,-97.81815,-86.82468,-97.37044,-0.07
855.20000,0.02333,1.64675,9.76679,-0.00116,0.00043,0.20561,2.14130,-85.80737,-98.03547,-86.47508,-97.59488,-0.06
855.25000,0.04408,1.48001,9.79876,-0.00484,0.00042,0.19400,2.13135,-85.45088,-98.24921,-86.12306,-97.81573,-0.07
855.30000,0.03678,1.43607,9.83902,-0.00515,0.00064,0.18883,2.12184,-85.09240,-98.45977,-85.76889,-98.03329,-0.08
855.35000,-0.00201,1.63996,9.77781,0.00032,0.00119,0.19531,2.11226,-84.73209,-98.66738,-85.41279,-98.24770,-0.08
855.40000,-0.02366,1.74009,9.76717,0.00603,0.00151,0.20009,2.10234,-84.36990,-98.87174,-85.05469,-98.45864,-0.08
855.45000,-0.02098,1.83410,9.76974,0.00643,0.00140,0.20459,2.09221,-84.00567,-99.07235,-84.69455,-98.66596,-0.08
855.50000,-0.01999,1.84516,9.80638,0.00426,0.00107,0.20591,2.08192,-83.63939,-99.26910,-84.33229,-98.86949,-0.07
855.55000,-0.00420,1.75163,9.80787,0.00041,0.00063,0.20324,2.07168,-83.27102,-99.46184,-83.96791,-99.06918,-0.07
855.60000,0.01765,1.58597,9.78116,-0.00340,0.00022,0.19537,2.06173,-82.90065,-99.65067,-83.60142,-99.26507,-0.06
855.65000,0.03302,1.45850,9.81168,-0.00559,0.00005,0.18730,2.05220,-82.52844,-99.83589,-83.23295,-99.45741,-0.08
855.70000,0.00260,1.62537,9.80027,-0.00173,0.00051,0.19469,2.04270,-82.15456,-100.01788,-82.86280,-99.64653,-0.08
855.75000,-0.03236,1.79743,9.75897,0.00584,0.00116,0.20285,2.03272,-81.77906,-100.19659,-82.49093,-99.83208,-0.09
855.80000,-0.04160,1.97989,9.84030,0.00886,0.00149,0.21394,2.02227,-81.40175,-100.37133,-82.11732,-100.01388,-0.08
855.85000,-0.02958,1.93317,9.78895,0.00678,0.00128,0.21311,2.01152,-81.02257,-100.54181,-81.74177,-100.19144,-0.08
855.90000,-0.00780,1.89674,9.86233,0.00079,0.00085,0.21413,2.00086,-80.64148,-100.70775,-81.36431,-100.36494,-0.07
855.95000,0.00082,1.74056,9.79461,-0.00259,0.00049,0.20728,1.99031,-80.25859,-100.86952,-80.98494,-100.53424,-0.07
856.00000,0.02826,1.55879,9.83996,-0.00571,0.00018,0.19937,1.98018,-79.87397,-101.02712,-80.60374,-100.69960,-0.07
856.05000,0.02584,1.49975,9.80586,-0.00490,0.00026,0.19382,1.97038,-79.48782,-101.18112,-80.22086,-100.86124,-0.07
856.10000,0.00595,1.60363,9.77603,-0.00059,0.00069,0.19680,1.96065,-79.10026,-101.33169,-79.83649,-101.01935,-0.08
856.15000,-0.02308,1.81629,9.81990,0.00527,0.00122,0.20454,1.95060,-78.71132,-101.47876,-79.45067,-101.17377,-0.08
856.20000,-0.03132,1.89682,9.82077,0.00765,0.00143,0.21042,1.94019,-78.32093,-101.62187,-79.06337,-101.32421,-0.08
856.25000,-0.01682,1.85297,9.74701,0.00486,0.00117,0.20981,1.92965,-77.92904,-101.76063,-78.67449,-101.47044,-0.07
856.30000,0.00086,1.76311,9.81866,-0.00014,0.00074,0.20661,1.91925,-77.53566,-101.89500,-78.28405,-101.61248,-0.07
856.35000,0.00656,1.69503,9.78625,-0.00296,0.00048,0.20311,1.90902,-77.14088,-102.02520,-77.89211,-101.75044,-0.07
856.40000,0.00676,1.64082,9.78007,-0.00281,0.00045,0.20114,1.89893,-76.74478,-102.15140,-77.49878,-101.88445,-0.07
856.45000,0.00883,1.60445,9.84204,-0.00126,0.00053,0.19801,1.88895,-76.34744,-102.27374,-77.10409,-102.01453,-0.07
856.50000,0.01130,1.60330,9.81452,-0.00011,0.00065,0.19613,1.87912,-75.94892,-102.39227,-76.70812,-102.14075,-0.08
856.55000,-0.00252,1.69741,9.89855,0.00184,0.00089,0.19907,1.86925,-75.54929,-102.50707,-76.31096,-102.26317,-0.08
856.60000,-0.01408,1.77377,9.72954,0.00373,0.00107,0.20196,1.85921,-75.14857,-102.61802,-75.91264,-102.38164,-0.08
856.65000,-0.02268,1.86209,9.77170,0.00435,0.00116,0.20816,1.84895,-74.74674,-102.72484,-75.51320,-102.49611,-0.07
856.70000,-0.01073,1.76940,9.77568,0.00275,0.00093,0.20433,1.83859,-74.34383,-102.82737,-75.11257,-102.60625,-0.07
856.75000,0.01209,1.68150,9.84236,-0.00153,0.00057,0.20114,1.82849,-73.93986,-102.92548,-74.71078,-102.71227,-0.07
856.80000,0.01785,1.55226,9.79863,-0.00340,0.00036,0.19349,1.81862,-73.53491,-103.01961,-74.30789,-102.81417,-0.08
856.85000,0.00671,1.65295,9.84681,-0.00220,0.00054,0.19774,1.80890,-73.12905,-103.10986,-73.90403,-102.91235,-0.08
856.90000,-0.02538,1.79650,9.81600,0.00351,0.00099,0.20385,1.79882,-72.72234,-103.19644,-73.49930,-103.00661,-0.09
856.95000,-0.03737,1.96059,9.83294,0.00690,0.00131,0.21410,1.78836,-72.31479,-103.27878,-73.09372,-103.09680,-0.08
857.00000,-0.03443,1.94357,9.77833,0.00668,0.00125,0.21598,1.77754,-71.90642,-103.35661,-72.68726,-103.18250,-0.08
857.05000,-0.00165,1.82061,9.72735,0.00117,0.00078,0.21182,1.76685,-71.49723,-103.42961,-72.27985,-103.26366,-0.07
857.10000,0.01840,1.65401,9.79316,-0.00397,0.00035,0.20372,1.75647,-71.08727,-103.49809,-71.87152,-103.34039,-0.07
857.15000,0.03101,1.50754,9.76358,-0.00629,0.00016,0.19526,1.74654,-70.67659,-103.56242,-71.46235,-103.41296,-0.07
857.20000,0.01799,1.55074,9.85713,-0.00386,0.00043,0.19475,1.73683,-70.26528,-103.62299,-71.05245,-103.48169,0.01
857.25000,0.14978,0.23046,9.79469,-0.01151,-0.00073,0.12576,1.72839,-69.85339,-103.67995,-70.64160,-103.54606,0.00
857.30000,0.20422,-0.48014,9.84933,-0.03270,-0.00123,0.06969,1.72411,-69.44104,-103.73434,-70.22979,-103.60759,-0.00
857.35000,-10.25032,-4.56120,15.76065,0.32021,-0.17281,0.10542,1.71956,-69.02845,-103.79020,-69.83488,-103.67212,-0.00
857.40000,-0.03743,-4.15407,15.41108,0.69810,-0.41661,0.03162,1.71737,-68.62929,-103.84954,-69.44417,-103.73820,-0.01
857.45000,2.96128,2.12271,8.89574,0.52288,-0.39166,0.03129,1.71676,-68.24678,-103.92149,-69.04800,-103.80452,-0.02
857.50000,1.18701,4.90507,5.61763,0.14559,-0.20438,0.01604,1.71650,-67.86060,-103.99626,-68.65046,-103.86601,-0.03
857.55000,1.06113,4.49098,5.21111,-0.17293,-0.04078,-0.00898,1.71685,-67.46915,-104.06263,-68.25362,-103.92146,-0.03
857.60000,0.84535,3.46129,4.38293,-0.43669,0.08995,-0.02265,1.71748,-67.07424,-104.11855,-67.85756,-103.97266,-0.03
857.65000,0.64593,2.10281,4.59760,-0.56239,0.22859,-0.03813,1.71869,-66.67655,-104.16604,-67.46272,-104.01982,-0.02
857.70000,0.82201,0.13835,4.99736,-0.59395,0.38035,-0.02716,1.72003,-66.27693,-104.20735,-67.07049,-104.06727,-0.03
857.75000,-3.87947,-8.26943,15.17480,0.24176,0.84409,0.06567,1.71806,-65.87560,-104.24697,-66.68934,-104.12317,-0.03
857.80000,16.52265,-4.02051,21.57015,0.63872,0.56675,0.06264,1.71401,-65.48301,-104.29836,-66.27274,-104.19154,-0.03
857.85000,-3.76836,2.63499,12.98988,0.42012,0.30590,0.09783,1.70965,-65.06278,-104.37007,-65.85263,-104.26169,-0.05
857.90000,-5.15596,4.47384,7.69009,-0.05067,0.01914,0.20704,1.70103,-64.63597,-104.44419,-65.44089,-104.33493,-0.07
857.95000,-3.48191,4.76963,5.43946,-0.30268,-0.17580,0.28804,1.68844,-64.21981,-104.50827,-65.03468,-104.40634,-0.08
858.00000,-2.35153,4.46774,3.54290,-0.36631,-0.29784,0.33935,1.67294,-63.81166,-104.56050,-64.63143,-104.47155,-0.08
858.05000,-1.53326,3.83798,2.68832,-0.30498,-0.39257,0.35227,1.65594,-63.40866,-104.60099,-64.22907,-104.52611,-0.08
858.10000,0.33949,6.21464,7.83837,-0.10137,-0.36381,0.21174,1.64323,-63.00909,-104.63096,-63.82449,-104.55826,-0.08
858.15000,2.99638,2.05371,13.47565,-0.10483,-0.22054,0.21933,1.63261,-62.61013,-104.64705,-63.41518,-104.58133,-0.08
858.20000,2.80130,0.99675,15.25057,-0.04075,-0.05274,0.22559,1.62144,-62.20576,-104.65470,-63.00174,-104.60163,-0.08
858.25000,1.90893,1.22433,14.67842,0.01376,0.07949,0.22696,1.61011,-61.79421,-104.65986,-62.58619,-104.61837,-0.08
858.30000,1.02622,1.69554,12.67755,0.03276,0.14503,0.22753,1.59873,-61.37783,-104.66259,-62.16925,-104.63088,0.02
858.35000,0.42200,0.28994,10.27976,0.00552,0.14297,0.14528,1.58888,-60.95844,-104.66174,-61.75125,-104.63831,0.03
858.40000,-0.19176,-0.86340,8.55675,-0.03745,0.09978,0.05061,1.58474,-60.53786,-104.65789,-61.33246,-104.64166,0.02
858.45000,-0.89483,-0.96489,7.87622,-0.04674,0.04375,0.00681,1.58364,-60.11692,-104.65602,-60.91481,-104.64430,0.02
858.50000,-0.71817,-1.02018,8.04879,-0.02687,-0.00889,-0.01547,1.58404,-59.69790,-104.65647,-60.49808,-104.64749,0.01
858.55000,-0.47634,-0.78336,8.74549,-0.00238,-0.04221,-0.02207,1.58508,-59.28081,-104.65942,-60.08206,-104.65172,0.01
858.60000,-0.13217,-0.47795,9.58615,0.01261,-0.05237,-0.02360,1.58624,-58.86520,-104.66456,-59.66635,-104.65682,0.00
858.65000,0.15817,-0.17223,10.21975,0.01491,-0.04345,-0.02025,1.58734,-58.45032,-104.67113,-59.25056,-104.66255,0.00
858.70000,0.32276,0.02881,10.44469,0.01051,-0.02400,-0.01555,1.58822,-58.03542,-104.67842,-58.83450,-104.66863,0.00
858.75000,0.35041,0.05304,10.39200,0.00373,-0.00325,-0.01337,1.58892,-57.61999,-104.68579,-58.41809,-104.67488,0.01
858.80000,0.27709,-0.02599,10.26322,-0.00198,0.01202,-0.01378,1.58958,-57.20386,-104.69303,-58.00140,-104.68126,0.00
858.85000,0.15420,-0.08434,9.97198,-0.00410,0.01880,-0.01341,1.59027,-56.78712,-104.70025,-57.58456,-104.68788,0.00
858.90000,0.03704,-0.06208,9.73406,-0.00225,0.01764,-0.01007,1.59086,-56.37002,-104.70765,-57.16770,-104.69484,0.00
858.95000,-0.04186,-0.03170,9.56698,0.00079,0.01138,-0.00703,1.59127,-55.95284,-104.71526,-56.75091,-104.70204,0.00
859.00000,-0.06916,-0.06394,9.61982,0.00148,0.00355,-0.00783,1.59162,-55.53581,-104.72295,-56.33426,-104.70934,0.00
859.05000,-0.05297,-0.05679,9.66652,0.00048,-0.00291,-0.00742,1.59201,-55.11902,-104.73073,-55.91772,-104.71681,0.00
