time,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,compassAngle,speed,gpsX,gpsY,truePosX,truePosY,steering,true_deltaX,true_deltaY,predict
13,0.70000,0.04408,0.00023,9.80115,0.00001,0.00000,-0.00001,-1.57074,0.00000,-4.02429,-10.47046,0.00142,-0.00009,-0.02,0.00000001,-0.00000159,0.0
14,0.75000,0.04420,0.00022,9.88356,0.00001,0.00000,-0.00001,-1.57074,0.00000,-2.68585,-9.99265,0.00142,-0.00009,-0.02,0.00000001,-0.00000070,0.0
15,0.80000,0.04399,0.00023,9.84722,0.00001,0.00000,-0.00001,-1.57074,0.00000,-1.35805,-8.88164,0.00142,-0.00009,-0.02,0.00000001,-0.00000119,0.0
16,0.85000,0.04424,0.00024,9.82052,0.00001,0.00000,-0.00001,-1.57074,0.00000,-3.56624,-8.36797,0.00142,-0.00009,-0.02,0.00000001,-0.00000126,0.0
17,0.90000,0.04430,0.00025,9.81648,0.00001,0.00000,-0.00001,-1.57074,0.00001,-2.56796,-7.89981,0.00142,-0.00009,-0.02,0.00000001,-0.00000130,0.0
18,0.95000,0.04391,0.00025,9.82934,0.00001,0.00000,-0.00001,-1.57074,0.00001,-0.87033,-6.19896,0.00142,-0.00010,-0.02,0.00000001,-0.00000132,0.0
19,1.00000,0.04388,0.00026,9.82129,0.00001,0.00000,-0.00001,-1.57074,0.00001,-2.03323,-5.92993,0.00142,-0.00010,-0.02,0.00000001,-0.00000133,0.0
20,1.05000,0.04437,0.00026,9.82238,0.00001,0.00000,-0.00001,-1.57074,0.00001,-0.91909,-7.03199,0.00142,-0.00010,-0.02,0.00000001,-0.00000134,0.0
21,1.10000,0.04412,0.00026,9.79770,0.00001,0.00000,-0.00001,-1.57073,0.00001,-1.89808,-4.85242,0.00142,-0.00010,-0.02,0.00000001,-0.00000134,0.0
22,1.15000,0.04397,0.00027,9.84956,0.00001,0.00000,-0.00001,-1.57073,0.00001,1.24212,-3.35471,0.00142,-0.00010,-0.02,0.00000001,-0.00000135,0.0
23,1.20000,0.04426,0.00027,9.77002,0.00001,0.00000,-0.00001,-1.57073,0.00001,5.10864,-4.67832,0.00142,-0.00010,-0.03,0.00000001,-0.00000135,0.0
24,1.25000,0.04418,0.00028,9.83987,0.00001,0.00000,-0.00001,-1.57073,0.00001,3.93579,-0.99250,0.00142,-0.00010,-0.03,0.00000001,-0.00000135,0.0
25,1.30000,0.04417,0.00028,9.87583,0.00001,0.00000,-0.00001,-1.57073,0.00001,2.52477,-0.08403,0.00142,-0.00010,-0.03,0.00000001,-0.00000135,0.0
26,1.35000,0.04443,0.00029,9.77797,0.00001,0.00000,-0.00001,-1.57073,0.00001,-0.07452,-1.11589,0.00142,-0.00011,-0.03,0.00000001,-0.00000136,0.0
27,1.40000,0.04408,0.00029,9.81189,0.00001,0.00000,-0.00001,-1.57073,0.00001,0.10938,-2.68687,0.00142,-0.00011,-0.03,0.00000001,-0.00000136,0.0
28,1.45000,0.04429,0.00029,9.83973,0.00001,0.00000,-0.00001,-1.57073,0.00001,-0.11307,-3.09313,0.00142,-0.00011,-0.03,0.00000001,-0.00000136,0.0
29,1.50000,0.04390,0.00030,9.79303,0.00001,0.00000,-0.00001,-1.57073,0.00001,0.27660,-3.11880,0.00142,-0.00011,-0.03,0.00000001,-0.00000136,0.0
30,1.55000,0.04408,0.00030,9.83983,0.00001,0.00000,-0.00001,-1.57073,0.00001,0.63615,-3.94033,0.00142,-0.00011,-0.03,0.00000002,-0.00000136,0.0
31,1.60000,0.04425,0.00031,9.77379,0.00001,0.00000,-0.00001,-1.57073,0.00001,-0.01831,-3.55829,0.00142,-0.00011,-0.03,0.00000002,-0.00000136,0.0
32,1.65000,0.04427,0.00031,9.79020,0.00001,0.00000,-0.00001,-1.57073,0.00001,2.09225,-3.31150,0.00142,-0.00011,-0.03,0.00000002,-0.00000136,0.0
33,1.70000,0.04356,0.00031,9.73344,0.00000,0.00000,-0.00000,-1.57072,0.00001,3.94150,-1.56295,0.00142,-0.00011,-0.03,0.00000001,-0.00000052,0.0
34,1.75000,0.04393,0.00030,9.77889,0.00000,0.00000,-0.00001,-1.57072,0.00001,5.64359,-1.08020,0.00142,-0.00012,-0.03,0.00000001,-0.00000103,0.0
35,1.80000,0.04409,0.00032,9.80635,0.00000,0.00000,-0.00001,-1.57072,0.00001,4.10487,-0.08212,0.00142,-0.00012,-0.03,0.00000001,-0.00000110,0.0
36,1.85000,0.04399,0.00033,9.82203,0.00001,0.00000,-0.00002,-1.57072,0.00001,3.19997,2.05914,0.00142,-0.00012,-0.03,0.00000002,-0.00000198,0.0
37,1.90000,0.04432,0.00034,9.76208,0.00001,0.00000,-0.00001,-1.57072,0.00001,6.24004,0.51626,0.00142,-0.00012,-0.03,0.00000002,-0.00000149,0.0
38,1.95000,0.04431,0.00033,9.79951,0.00001,0.00000,-0.00001,-1.57072,0.00001,3.92234,0.23280,0.00142,-0.00012,-0.03,0.00000002,-0.00000142,0.0
39,2.00000,0.04435,0.00034,9.82650,0.00001,0.00000,-0.00001,-1.57072,0.00001,3.77753,-1.15116,0.00142,-0.00012,-0.03,0.00000002,-0.00000139,0.0
40,2.05000,0.04450,0.00034,9.77493,0.00000,0.00000,-0.00001,-1.57072,0.00001,3.06556,-1.40791,0.00142,-0.00012,-0.03,0.00000002,-0.00000138,0.0
41,2.10000,0.04432,0.00035,9.80233,0.00000,0.00000,-0.00001,-1.57072,0.00001,4.91489,-4.79517,0.00142,-0.00013,-0.03,0.00000002,-0.00000137,0.0
42,2.15000,0.04421,0.00035,9.81640,0.00000,0.00000,-0.00001,-1.57072,0.00001,2.05240,-3.00591,0.00142,-0.00013,-0.03,0.00000002,-0.00000136,0.0
43,2.20000,0.04462,0.00036,9.87851,0.00000,0.00000,-0.00001,-1.57072,0.00001,1.34401,-2.57027,0.00142,-0.00013,-0.03,0.00000002,-0.00000136,0.0
44,2.25000,0.04455,0.00036,9.79860,0.00000,0.00000,-0.00001,-1.57072,0.00001,2.58414,-1.46272,0.00142,-0.00013,-0.03,0.00000002,-0.00000135,0.0
45,2.30000,0.04415,0.00036,9.85799,0.00000,0.00000,-0.00001,-1.57071,0.00001,4.34497,-3.17675,0.00142,-0.00013,-0.03,0.00000002,-0.00000135,0.0
46,2.35000,0.04430,0.00037,9.71293,0.00000,0.00000,-0.00001,-1.57071,0.00001,4.71276,-5.65399,0.00142,-0.00013,-0.03,0.00000002,-0.00000135,0.0
47,2.40000,0.04419,0.00037,9.81328,0.00000,0.00000,-0.00001,-1.57071,0.00001,6.88819,-6.21785,0.00142,-0.00013,-0.03,0.00000002,-0.00000135,0.0
48,2.45000,0.04417,0.00038,9.79910,0.00000,0.00000,-0.00001,-1.57071,0.00001,6.92430,-3.52294,0.00142,-0.00014,-0.03,0.00000002,-0.00000135,0.0
49,2.50000,0.04415,0.00038,9.73210,0.00000,0.00000,-0.00001,-1.57071,0.00001,7.18576,-3.67277,0.00142,-0.00014,-0.04,0.00000002,-0.00000135,0.0
50,2.55000,0.04421,0.00038,9.84726,0.00000,0.00000,-0.00001,-1.57071,0.00001,5.89801,-3.23054,0.00142,-0.00014,-0.04,0.00000002,-0.00000135,0.0
51,2.60000,0.04421,0.00039,9.76808,0.00000,0.00000,-0.00001,-1.57071,0.00001,10.55212,0.33325,0.00142,-0.00014,-0.04,0.00000002,-0.00000135,0.0
52,2.65000,0.04424,0.00040,9.77686,0.00001,0.00000,-0.00002,-1.57071,0.00001,9.71731,0.44746,0.00142,-0.00014,-0.04,0.00000003,-0.00000220,0.0
53,2.70000,0.04421,0.00041,9.85032,0.00001,0.00000,-0.00001,-1.57071,0.00001,13.02019,-0.01036,0.00142,-0.00014,-0.04,0.00000003,-0.00000169,0.0
54,2.75000,0.04354,0.00040,9.78431,0.00001,0.00000,-0.00001,-1.57071,0.00002,13.39462,2.10202,0.00142,-0.00014,-0.04,0.00000003,-0.00000161,0.0
55,2.80000,0.04394,0.00039,9.85999,-0.00000,0.00000,0.00000,-1.57071,0.00002,12.22014,5.20410,0.00142,-0.00014,-0.04,0.00000001,0.00000011,0.0
56,2.85000,0.04382,0.00039,9.78068,0.00000,0.00000,-0.00001,-1.57071,0.00001,12.16270,3.58753,0.00142,-0.00015,-0.04,0.00000001,-0.00000089,0.0
57,2.90000,0.04389,0.00041,9.82188,0.00000,0.00000,-0.00001,-1.57071,0.00001,10.92448,5.60934,0.00142,-0.00015,-0.04,0.00000001,-0.00000103,0.0
58,2.95000,0.04394,0.00042,9.83231,0.00001,0.00000,-0.00002,-1.57070,0.00001,12.33741,6.82029,0.00142,-0.00015,-0.04,0.00000002,-0.00000194,0.0
59,3.00000,0.04404,0.00043,9.81748,0.00001,0.00000,-0.00001,-1.57070,0.00001,12.66518,5.52079,0.00142,-0.00015,-0.04,0.00000003,-0.00000147,0.0
60,3.05000,0.04389,0.00042,9.75174,0.00001,0.00000,-0.00001,-1.57070,0.00001,9.91858,4.73323,0.00142,-0.00015,-0.04,0.00000002,-0.00000141,0.0
61,3.10000,0.04383,0.00043,9.78928,0.00001,0.00000,-0.00001,-1.57070,0.00001,9.07524,4.56242,0.00142,-0.00015,-0.04,0.00000002,-0.00000138,0.0
62,3.15000,0.04398,0.00043,9.83978,0.00000,0.00000,-0.00001,-1.57070,0.00001,9.32554,4.78662,0.00142,-0.00015,-0.04,0.00000002,-0.00000137,0.0
63,3.20000,0.04412,0.00044,9.86268,0.00000,0.00000,-0.00001,-1.57070,0.00001,5.81571,4.15518,0.00142,-0.00016,-0.04,0.00000002,-0.00000136,0.0
64,3.25000,0.04430,0.00044,9.81928,0.00000,0.00000,-0.00001,-1.57070,0.00001,2.29679,4.53310,0.00142,-0.00016,-0.04,0.00000002,-0.00000136,0.0
65,3.30000,0.04377,0.00045,9.88313,0.00000,0.00000,-0.00001,-1.57070,0.00001,2.89601,5.35373,0.00142,-0.00016,-0.04,0.00000002,-0.00000136,0.0
66,3.35000,0.04418,0.00045,9.79557,0.00000,0.00000,-0.00001,-1.57070,0.00001,4.44531,7.46225,0.00142,-0.00016,-0.04,0.00000002,-0.00000135,0.0
67,3.40000,0.04419,0.00045,9.83681,0.00000,0.00000,-0.00001,-1.57070,0.00001,5.37274,5.54588,0.00142,-0.00016,-0.04,0.00000002,-0.00000135,0.0
68,3.45000,0.04422,0.00046,9.88319,0.00000,0.00000,-0.00001,-1.57070,0.00001,7.94705,6.34337,0.00142,-0.00016,-0.04,0.00000002,-0.00000135,0.0
69,3.50000,0.04402,0.00046,9.79285,0.00000,0.00000,-0.00001,-1.57069,0.00001,7.16590,7.20431,0.00142,-0.00016,-0.04,0.00000002,-0.00000135,0.0
70,3.55000,0.04416,0.00047,9.82052,0.00000,0.00000,-0.00001,-1.57069,0.00001,8.49274,9.13037,0.00142,-0.00016,-0.04,0.00000003,-0.00000135,0.0
71,3.60000,0.04427,0.00047,9.84070,0.00000,0.00000,-0.00001,-1.57069,0.00001,10.61335,8.10790,0.00142,-0.00017,-0.04,0.00000003,-0.00000135,0.0
72,3.65000,0.04377,0.00048,9.78650,0.00000,0.00000,-0.00001,-1.57069,0.00001,8.74261,6.37128,0.00142,-0.00017,-0.04,0.00000003,-0.00000135,0.0
73,3.70000,0.04429,0.00048,9.79994,0.00000,0.00000,-0.00001,-1.57069,0.00001,8.20977,5.05854,0.00142,-0.00017,-0.04,0.00000003,-0.00000135,0.0
74,3.75000,0.04410,0.00048,9.79462,0.00000,0.00000,-0.00001,-1.57069,0.00001,7.06830,3.36332,0.00142,-0.00017,-0.04,0.00000003,-0.00000135,0.0
75,3.80000,0.04381,0.00048,9.87413,0.00000,0.00000,-0.00001,-1.57069,0.00001,4.83079,4.11926,0.00142,-0.00017,-0.05,0.00000003,-0.00000135,0.0
76,3.85000,0.04402,0.00049,9.83192,0.00000,0.00000,-0.00001,-1.57069,0.00001,4.14882,2.26204,0.00142,-0.00017,-0.05,0.00000003,-0.00000135,0.0
77,3.90000,0.04432,0.00050,9.86758,0.00000,0.00000,-0.00001,-1.57069,0.00001,3.81457,2.78003,0.00142,-0.00017,-0.05,0.00000003,-0.00000135,0.0
78,3.95000,0.04426,0.00050,9.76997,0.00000,0.00000,-0.00001,-1.57069,0.00001,1.62517,5.12517,0.00142,-0.00018,-0.05,0.00000003,-0.00000135,0.0
79,4.00000,0.04417,0.00050,9.80930,0.00000,0.00000,-0.00001,-1.57069,0.00001,0.44228,3.65003,0.00142,-0.00018,-0.05,0.00000003,-0.00000135,0.0
80,4.05000,0.04390,0.00051,9.81423,0.00000,0.00000,-0.00001,-1.57069,0.00001,1.72717,4.07502,0.00142,-0.00018,-0.05,0.00000003,-0.00000135,0.0
81,4.10000,0.04405,0.00051,9.84016,0.00000,0.00000,-0.00001,-1.57068,0.00001,1.81482,4.25989,0.00142,-0.00018,-0.05,0.00000003,-0.00000135,0.0
82,4.15000,0.04401,0.00052,9.88356,0.00000,0.00000,-0.00001,-1.57068,0.00001,1.89142,4.70547,0.00142,-0.00018,-0.05,0.00000003,-0.00000135,0.0
83,4.20000,0.04416,0.00052,9.74892,0.00000,0.00000,-0.00001,-1.57068,0.00001,3.24190,3.85977,0.00142,-0.00018,-0.05,0.00000003,-0.00000135,0.0
84,4.25000,0.04406,0.00052,9.87122,0.00000,0.00000,-0.00001,-1.57068,0.00001,3.01271,3.37621,0.00142,-0.00018,-0.05,0.00000003,-0.00000135,0.0
85,4.30000,0.04389,0.00053,9.75881,0.00000,0.00000,-0.00001,-1.57068,0.00001,4.36402,3.86796,0.00142,-0.00019,-0.05,0.00000003,-0.00000135,0.0
86,4.35000,0.04421,0.00053,9.83501,0.00000,0.00000,-0.00001,-1.57068,0.00001,1.77432,-1.88531,0.00142,-0.00019,-0.05,0.00000003,-0.00000135,0.0
87,4.40000,0.04391,0.00053,9.82881,0.00000,0.00000,-0.00001,-1.57068,0.00001,2.42422,-2.41082,0.00142,-0.00019,-0.05,0.00000003,-0.00000135,0.0
88,4.45000,0.04411,0.00055,9.76195,0.00001,0.00000,-0.00002,-1.57068,0.00001,-1.66136,-3.79452,0.00142,-0.00019,-0.05,0.00000004,-0.00000220,0.0
89,4.50000,0.04394,0.00055,9.75702,0.00001,0.00000,-0.00001,-1.57068,0.00001,0.41938,-2.31216,0.00142,-0.00019,-0.05,0.00000004,-0.00000169,0.0
90,4.55000,0.04388,0.00055,9.84045,0.00001,0.00000,-0.00001,-1.57068,0.00002,0.85139,-2.04833,0.00142,-0.00019,-0.05,0.00000004,-0.00000161,0.0
91,4.60000,0.04444,0.00055,9.79269,0.00000,0.00000,-0.00001,-1.57068,0.00002,0.13655,-0.57021,0.00142,-0.00019,-0.05,0.00000003,-0.00000073,0.0
92,4.65000,0.04407,0.00055,9.82732,0.00000,0.00000,-0.00001,-1.57068,0.00001,-0.12350,-0.86918,0.00142,-0.00020,-0.05,0.00000003,-0.00000122,0.0
93,4.70000,0.04405,0.00056,9.79342,0.00000,0.00000,-0.00001,-1.57067,0.00001,-2.01971,-2.58180,0.00142,-0.00020,-0.05,0.00000003,-0.00000129,0.0
94,4.75000,0.04449,0.00056,9.78721,0.00000,0.00000,-0.00001,-1.57067,0.00001,-3.09653,-2.97822,0.00142,-0.00020,-0.05,0.00000003,-0.00000132,0.0
95,4.80000,0.04419,0.00057,9.80926,0.00000,0.00000,-0.00001,-1.57067,0.00001,-4.76563,-4.76969,0.00142,-0.00020,-0.05,0.00000003,-0.00000134,0.0
96,4.85000,0.04404,0.00057,9.78371,0.00000,0.00000,-0.00001,-1.57067,0.00001,-2.21337,-3.32149,0.00142,-0.00020,-0.05,0.00000003,-0.00000135,0.0
97,4.90000,0.04404,0.00057,9.80834,0.00000,0.00000,-0.00000,-1.57067,0.00001,-0.89510,-3.67816,0.00142,-0.00020,-0.05,0.00000002,-0.00000051,0.0
98,4.95000,0.04420,0.00056,9.83936,0.00000,0.00000,-0.00001,-1.57067,0.00001,-1.49214,-5.81303,0.00142,-0.00020,-0.05,0.00000002,-0.00000102,0.0
99,5.00000,0.04407,0.00058,9.83535,0.00000,0.00000,-0.00001,-1.57067,0.00001,-2.43349,-7.84722,0.00142,-0.00020,-0.05,0.00000002,-0.00000110,0.0
100,5.05000,0.04415,0.00060,9.77807,0.00001,0.00000,-0.00002,-1.57067,0.00001,-3.91912,-7.99929,0.00142,-0.00021,-0.05,0.00000003,-0.00000198,0.0
101,5.10000,0.04401,0.00060,9.85350,0.00001,0.00000,-0.00001,-1.57067,0.00001,-3.88257,-7.27624,0.00142,-0.00021,-0.06,0.00000004,-0.00000149,0.0
102,5.15000,0.04372,0.00059,9.79028,0.00001,0.00000,-0.00001,-1.57067,0.00001,-3.93663,-5.29618,0.00142,-0.00021,-0.06,0.00000004,-0.00000142,0.0
103,5.20000,0.04406,0.00060,9.84762,0.00001,0.00000,-0.00001,-1.57067,0.00001,-3.65007,-5.80175,0.00142,-0.00021,-0.06,0.00000003,-0.00000139,0.0
104,5.25000,0.04429,0.00060,9.80374,0.00000,0.00000,-0.00001,-1.57067,0.00001,-3.54974,-5.66388,0.00142,-0.00021,-0.06,0.00000003,-0.00000138,0.0
105,5.30000,0.04398,0.00061,9.84628,0.00000,0.00000,-0.00001,-1.57067,0.00001,-6.05725,-6.77022,0.00142,-0.00021,-0.06,0.00000003,-0.00000137,0.0
106,5.35000,0.04412,0.00061,9.77270,0.00000,0.00000,-0.00001,-1.57066,0.00001,-4.65604,-7.55915,0.00142,-0.00021,-0.06,0.00000003,-0.00000136,0.0
107,5.40000,0.04379,0.00062,9.82868,0.00000,0.00000,-0.00001,-1.57066,0.00001,-3.11870,-7.79010,0.00142,-0.00021,-0.06,0.00000003,-0.00000136,0.0
108,5.45000,0.04416,0.00062,9.78303,0.00000,0.00000,-0.00001,-1.57066,0.00001,-3.23570,-7.93941,0.00142,-0.00022,-0.06,0.00000003,-0.00000136,0.0
109,5.50000,0.04398,0.00062,9.81518,0.00000,0.00000,-0.00001,-1.57066,0.00001,-2.93561,-7.93816,0.00142,-0.00022,-0.06,0.00000003,-0.00000135,0.0
110,5.55000,0.04405,0.00063,9.79379,0.00000,0.00000,-0.00001,-1.57066,0.00001,-4.21781,-3.10134,0.00142,-0.00022,-0.06,0.00000003,-0.00000135,0.0
111,5.60000,0.04376,0.00063,9.84324,0.00000,0.00000,-0.00001,-1.57066,0.00001,-6.37474,-6.11051,0.00142,-0.00022,-0.06,0.00000003,-0.00000135,0.0
112,5.65000,0.04435,0.00064,9.77065,0.00000,0.00000,-0.00001,-1.57066,0.00001,-7.68456,-5.42811,0.00142,-0.00022,-0.06,0.00000003,-0.00000135,0.0
113,5.70000,0.04437,0.00064,9.88240,0.00000,0.00000,-0.00001,-1.57066,0.00001,-4.20050,-3.90645,0.00142,-0.00022,-0.06,0.00000003,-0.00000135,0.0
114,5.75000,0.04408,0.00064,9.81120,0.00000,0.00000,-0.00001,-1.57066,0.00001,-4.85442,-5.19490,0.00142,-0.00022,-0.06,0.00000004,-0.00000135,0.0
115,5.80000,0.04425,0.00065,9.76158,0.00000,0.00000,-0.00001,-1.57066,0.00001,-2.47108,-3.56657,0.00142,-0.00023,-0.06,0.00000004,-0.00000135,0.0
116,5.85000,0.04407,0.00065,9.76132,0.00000,0.00000,-0.00001,-1.57066,0.00001,-0.69022,-3.14174,0.00142,-0.00023,-0.06,0.00000004,-0.00000135,0.0
117,5.90000,0.04410,0.00066,9.86995,0.00000,0.00000,-0.00001,-1.57066,0.00001,-1.85291,-4.45817,0.00142,-0.00023,-0.06,0.00000004,-0.00000135,0.0
118,5.95000,0.04406,0.00066,9.78343,0.00000,0.00000,-0.00001,-1.57065,0.00001,-2.35757,-1.65082,0.00142,-0.00023,-0.06,0.00000004,-0.00000135,0.0
119,6.00000,0.04388,0.00067,9.84498,0.00000,0.00000,-0.00001,-1.57065,0.00001,-3.52388,-3.35041,0.00142,-0.00023,-0.06,0.00000004,-0.00000135,0.0
120,6.05000,0.04410,0.00067,9.84079,0.00000,0.00000,-0.00001,-1.57065,0.00001,-1.78514,-3.65671,0.00142,-0.00023,-0.06,0.00000004,-0.00000135,0.0
121,6.10000,0.04417,0.00067,9.84784,0.00000,0.00000,-0.00001,-1.57065,0.00001,1.13939,-4.37504,0.00142,-0.00023,-0.06,0.00000004,-0.00000135,0.0
122,6.15000,0.04403,0.00068,9.85552,0.00000,0.00000,-0.00001,-1.57065,0.00001,0.47897,-4.44993,0.00142,-0.00024,-0.06,0.00000004,-0.00000135,0.0
123,6.20000,0.04390,0.00068,9.78949,0.00000,0.00000,-0.00001,-1.57065,0.00001,0.80431,-1.42411,0.00142,-0.00024,-0.06,0.00000004,-0.00000135,0.0
124,6.25000,0.04420,0.00069,9.77253,0.00000,0.00000,-0.00001,-1.57065,0.00001,1.99405,1.34552,0.00142,-0.00024,-0.06,0.00000004,-0.00000135,0.0
125,6.30000,0.04393,0.00069,9.82155,0.00000,0.00000,-0.00001,-1.57065,0.00001,0.02365,0.22920,0.00142,-0.00024,-0.06,0.00000004,-0.00000135,0.0
126,6.35000,0.04407,0.00069,9.81446,0.00000,0.00000,-0.00001,-1.57065,0.00001,2.04803,1.69187,0.00142,-0.00024,-0.06,0.00000004,-0.00000135,0.0
127,6.40000,0.04402,0.00070,9.78774,0.00000,0.00000,-0.00001,-1.57065,0.00001,2.69220,0.45302,0.00142,-0.00024,-0.07,0.00000004,-0.00000135,0.0
128,6.45000,0.04401,0.00071,9.79719,0.00000,0.00000,-0.00001,-1.57065,0.00001,3.75212,-1.94850,0.00142,-0.00024,-0.07,0.00000004,-0.00000135,0.0
129,6.50000,0.04405,0.00071,9.83446,0.00000,0.00000,-0.00001,-1.57065,0.00001,3.76014,0.34981,0.00142,-0.00024,-0.07,0.00000004,-0.00000135,0.0
130,6.55000,0.04401,0.00071,9.87357,0.00000,0.00000,-0.00001,-1.57064,0.00001,3.53646,0.00750,0.00142,-0.00025,-0.07,0.00000004,-0.00000135,0.0
131,6.60000,0.04394,0.00072,9.77041,0.00000,0.00000,-0.00001,-1.57064,0.00001,1.59658,0.01865,0.00142,-0.00025,-0.07,0.00000004,-0.00000135,0.0
132,6.65000,0.04388,0.00072,9.82489,0.00000,0.00000,-0.00001,-1.57064,0.00001,0.62982,-0.22725,0.00142,-0.00025,-0.07,0.00000004,-0.00000135,0.0
133,6.70000,0.04400,0.00073,9.78225,0.00000,0.00000,-0.00001,-1.57064,0.00001,3.09370,-0.42950,0.00142,-0.00025,-0.07,0.00000004,-0.00000135,0.0
134,6.75000,0.04406,0.00072,9.80518,0.00000,0.00000,-0.00001,-1.57064,0.00001,1.06289,-0.08799,0.00142,-0.00025,-0.07,0.00000004,-0.00000135,0.0
135,6.80000,0.04398,0.00073,9.88986,0.00000,0.00000,-0.00001,-1.57064,0.00001,0.46691,0.55682,0.00142,-0.00025,-0.07,0.00000004,-0.00000135,0.0
136,6.85000,0.04413,0.00074,9.82762,0.00000,0.00000,-0.00001,-1.57064,0.00001,-1.19788,-0.49393,0.00142,-0.00025,-0.07,0.00000004,-0.00000135,0.0
137,6.90000,0.04408,0.00074,9.76196,0.00000,0.00000,-0.00001,-1.57064,0.00001,-2.74128,0.48815,0.00142,-0.00026,-0.07,0.00000004,-0.00000135,0.0
138,6.95000,0.04419,0.00074,9.84207,0.00000,0.00000,-0.00001,-1.57064,0.00001,-3.38187,-1.77283,0.00142,-0.00026,-0.07,0.00000004,-0.00000135,0.0
139,7.00000,0.04401,0.00075,9.79959,0.00000,0.00000,-0.00001,-1.57064,0.00001,-5.03352,-2.21586,0.00142,-0.00026,-0.07,0.00000004,-0.00000135,0.0
140,7.05000,0.04401,0.00075,9.81169,0.00000,0.00000,-0.00001,-1.57064,0.00001,-5.34960,-3.16697,0.00142,-0.00026,-0.07,0.00000004,-0.00000135,0.0
141,7.10000,0.04424,0.00076,9.88231,0.00000,0.00000,-0.00001,-1.57064,0.00001,-6.36855,-2.90806,0.00142,-0.00026,-0.07,0.00000004,-0.00000135,0.0
142,7.15000,0.04400,0.00076,9.79893,0.00000,0.00000,-0.00001,-1.57063,0.00001,-4.91241,-1.38839,0.00142,-0.00026,-0.07,0.00000004,-0.00000135,0.0
143,7.20000,0.04409,0.00077,9.77992,0.00000,0.00000,-0.00001,-1.57063,0.00001,-3.26602,-1.70710,0.00142,-0.00026,-0.07,0.00000004,-0.00000135,0.0
144,7.25000,0.04395,0.00077,9.79071,0.00000,0.00000,-0.00001,-1.57063,0.00001,-4.19841,1.62889,0.00142,-0.00027,-0.07,0.00000004,-0.00000135,0.0
145,7.30000,0.04408,0.00078,9.82416,0.00000,0.00000,-0.00001,-1.57063,0.00001,-2.28335,3.99095,0.00142,-0.00027,-0.07,0.00000004,-0.00000135,0.0
146,7.35000,0.04408,0.00077,9.74888,0.00000,0.00000,-0.00001,-1.57063,0.00001,-1.16135,6.66829,0.00142,-0.00027,-0.07,0.00000004,-0.00000135,0.0
147,7.40000,0.04418,0.00078,9.71973,0.00000,0.00000,-0.00001,-1.57063,0.00001,-1.32918,5.51997,0.00142,-0.00027,-0.07,0.00000004,-0.00000135,0.0
